department,institution,ancmNo,ancmDate,period,title,link,bsnsTitle#1,bsnsTitle#2,bsnsTitle#3,bsnsTitle#4,bsnsTitle#5,bsnsTitle#6,bsnsTitle#7,bsnsTitle#8,bsnsTitle#9,bsnsTitle#10,bsnsTitle#11,bsnsTitle#12,bsnsTitle#13,bsnsTitle#14,bsnsTitle#15,bsnsTitle#16,bsnsTitle#17,bsnsTitle#18,bsnsTitle#19,bsnsTitle#20,bsnsTitle#21,bsnsTitle#22,bsnsTitle#23,bsnsTitle#24,bsnsTitle#25,bsnsTitle#26,bsnsTitle#27,bsnsTitle#28,bsnsTitle#29,bsnsTitle#30,bsnsTitle#31,bsnsTitle#32,bsnsTitle#33,bsnsTitle#34,bsnsTitle#35,bsnsTitle#36,bsnsTitle#37,bsnsTitle#38,bsnsTitle#39,bsnsTitle#40
보건복지부,한국보건산업진흥원,보건복지부공고 제2023-378호,2023-05-16,2023-05-16 ~ 2023-05-25,2023년도 제2차 보건의료기술 연구개발사업 신규지원 대상과제 통합 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-435호,2023-05-16,2023-05-23 ~ 2023-06-15,2023년도 1차 원전해체경쟁력강화 기술개발사업 신규지원 대상 연구개발과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0548,2023-05-16,2023-05-16 ~ 2023-06-20,2023년도 핵융합선도기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,보건복지부공고 제2023-390호,2023-05-22,2023-06-19 ~ 2023-08-02,글로벌연구협력지원사업 한-영 디지털헬스 공동연구지원 과제,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-446호,2023-05-17,2023-05-17 ~ 2023-07-19,2023년 한-체코 에너지국제공동연구사업 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-454호,2023-05-19,2023-05-19 ~ 2023-06-19,2023년도 1차 전력분야 에너지기술개발사업 신규지원대상 연구개발과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 2023-0567호,2023-05-24,2023-05-24 ~ 2023-06-08,2023년도 제2차 과학기술분야 연구기획과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-453호,2023-05-19,2023-05-19 ~ 2023-06-19,2023년도 에너지기술개발사업 자원분야신규지원대상 연구개발과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-615호,2023-06-07,2023-06-07 ~ 2023-07-06,2023년도 원자력국제공동연구지원사업 신규과제 2차 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-616호,2023-06-07,2023-06-07 ~ 2023-07-06,2023년도 원자력국제공동연구지원사업(한-아·태 원자력 공동연구) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육부,한국연구재단,교육부 공고 제 2023-31호,2023-01-31,2023-05-25 ~ 2023-06-08,2023년도 이공분야 학술연구지원사업(박사과정생연구장려금지원사업) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0563호,2023-05-23,2023-05-23 ~ 2023-06-02,2023년도 바이오·의료기술개발사업 제3차 신규과제 선정을 위한 4차 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_058,2023-05-11,2023-05-11 ~ 2023-06-09,2023년도 우주개발기반조성 및 성과확산사업(우주개발 전략 기반조성) 정책지정(수자원공사),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_101,2023-05-26,2023-05-26 ~ 2023-06-09,"2023년  중소기업기술혁신개발사업 수출지향형(글로벌강소기업1,000+ 연계과제) 연구개발계획서 제출 안내",https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_102,2023-05-26,2023-05-26 ~ 2023-06-09,2023년 중소기업기술혁신개발사업 수출지향형(수출성장) '융자연계과제'  연구개발계획서 제출 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_103,2023-05-26,2023-05-26 ~ 2023-06-09,2023년도 중소기업기술혁신개발사업 시장대응형 (혁신분야 창업패키지 연계과제) 연구개발계획서 제출 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,제2023-0562호,2023-05-24,2023-05-24 ~ 2023-06-07,2023년도 국제협력 네트워크 전략강화사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술사업화진흥원 제2023-044호,2023-08-29,2023-06-09 ~ 2023-10-27,2023년도 학연 협력 플랫폼 구축 시범사업 본사업 과제 신청 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제？2023 - 0589호,2023-05-30,2023-06-09 ~ 2023-06-29,2023년도 나노 및 소재 기술개발사업 나노커넥트 신규과제 선정계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-317호  ,2023-05-25,2023-06-08 ~ 2023-06-28,2023년도 중소기업 R&amp;D 역량제고사업 ‘맞춤형 기술파트너 지원’ 2차 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0565호,2023-05-24,2023-06-14 ~ 2023-06-23,2023년도 Net-zero 대응 미세먼지 저감 기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0543호,2023-05-15,2023-05-30 ~ 2023-06-14,2023년도 국가반도체연구실지원핵심기술개발사업 하반기 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_104,2023-05-26,2023-05-26 ~ 2023-06-09,2023년 중소기업기술혁신개발사업 수출지향형(수출강소) '융자연계과제' 연구개발계획서 제출 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-240호,2023-05-25,2023-05-31 ~ 2023-06-12,2023년도 중소기업기술혁신개발사업(시장확대형) '민간투자연계과제(기업신청)' 하반기 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0608호,2023-06-01,2023-06-01 ~ 2023-07-03,2023년 해외대형연구시설활용연구지원사업 신규과제 모집공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_062,2023-05-26,2023-05-26 ~ 2023-06-02,(지정) MSR 사업단 과제비 지급 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-603호,2023-06-01,2023-06-01 ~ 2023-06-30,2023년도 양자기술연구개발선도(양자컴퓨팅) 사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-325호,2023-05-31,2023-06-15 ~ 2023-06-30,2023년도 중소벤처기업 구조혁신지원R&amp;D '고도화R&amp;D' 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-602호,2023-06-01,2023-06-01 ~ 2023-06-30,2023년도 양자기술 국제협력 강화사업 기술분야별 공동연구센터 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-325호,2023-05-31,2023-06-15 ~ 2023-06-30,2023년도 중소벤처기업 구조혁신지원R&amp;D '재구축R&amp;D' 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국탄소산업진흥원,한국탄소산업진흥원 공고 제2023-24호,2023-05-30,2023-05-30 ~ 2023-06-19,2023년 탄소융복합소재부품 실증사업 추가모집 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,재단법인 국가신약개발사업단,KDDF_2023_17,2023-06-01,2023-06-22 ~ 2023-07-03,국가신약개발사업 2023년 제3차 신규지원 대상과제 통합공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0620호,2023-06-07,2023-06-07 ~ 2023-07-06,2023년도 미래원자력기술시설장비구축활용사업 신규과제 공고(3차),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0597호,2023-05-31,2023-05-31 ~ 2023-06-29,2023년도 해양-육상-대기 탄소순환시스템 연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0591호,2023-06-01,2023-06-01 ~ 2023-07-03,(수정)2023년도 우주개발 기반조성 및 성과확산사업(우주기술 Spin-Off 지원) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_105,2023-06-02,2023-06-02 ~ 2023-06-08,2023년도 창업성장기술개발사업 하반기(디딤돌_대-스타 해결사 플랫폼 연계) 추천과제 접수 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_106,2023-06-02,2023-06-02 ~ 2023-06-12,2023년도 창업성장기술개발사업 하반기 (전략형_글로벌 스타트업) 추천과제 접수 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_107,2023-06-02,2023-06-02 ~ 2023-06-08,2023년도 창업성장기술개발사업 하반기(디딤돌_지역창업허브연계) 추천과제 접수 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_108,2023-06-02,2023-06-02 ~ 2023-06-29,2023년도 창업성장기술개발사업 하반기(전략형_초격차 스타트업) 연구개발계획서 제출 연장 안내 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,수정공고-국-제24호,2023-06-01,2023-06-12 ~ 2023-06-30,2023년 성과확산형 국토교통 국제협력 연구개발사업 시행 공고 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-337호,2023-06-02,2023-06-15 ~ 2023-07-03,2023년도 창업성장기술개발사업 하반기(디딤돌_서비스R&amp;D) 과제 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0561호,2023-05-23,2023-06-02 ~ 2023-06-22,2023년도 나노 및 소재 기술개발사업 하반기 2차 신규과제(전략형) 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_109,2023-06-08,2023-06-08 ~ 2023-06-15,2023년도 중소기업기술혁신개발사업(소부장일반) 대중소기업 상생모델 추천기업 연계R&amp;D 사업계획서  접수 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_110,2023-06-08,2023-06-08 ~ 2023-06-13,2023년도 중소기업기술혁신개발사업(수출지향형) 대중소기업 상생모델추천기업 연계 R&amp;D 사업계획서 접수 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 공조 제2023-501호,2023-06-09,2023-06-16 ~ 2023-07-10,2023년도 조선해양 분야 신규지원 대상과제 통합 공고(2차),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0618호,2023-06-07,2023-06-21 ~ 2023-07-07,2023년도 디지털연구혁신선도기관육성사업 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-497호,2023-06-07,2023-06-07 ~ 2023-09-07,2023년 한-폴란드 에너지국제공동연구사업 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0600호,2023-06-02,2023-06-08 ~ 2023-07-03,2023년도 초고성능컴퓨팅 SW 생태계조성사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0601호,2023-06-02,2023-06-08 ~ 2023-07-03,2023년도 미래국방혁신기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경찰청,과학치안진흥센터,"과기정통부 2023-0050호, 경찰청 공고 제2023-04호",2023-06-07,2023-06-07 ~ 2023-06-13,2023년 치안현장맞춤형연구개발사업(폴리스랩2.0) 본연구 신규과제 선정공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술사업화진흥원 제2023-047호,2023-06-12,2023-06-13 ~ 2023-06-23,2023년도 지역산업연계 대학 Open-Lab 육성지원사업 본사업 과제 신청 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 2023-0624,2023-06-12,2023-06-12 ~ 2023-06-19,2023년도 제2차 과학기술분야 연구기획과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,보건복지부공고 제2023-447호,2023-06-12,2023-06-12 ~ 2023-06-22,2023년도 K-Medi융합인재양성지원사업(현장수요 연계형 글로벌 인재육성) 신규지원 대상과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_064,2023-06-12,2023-06-12 ~ 2023-06-20,2023년도 우주개발기반조성 및 성과확산 사업(우주개발 전략 기반조성) 정책지정(한국연구재단),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,과학기술사업화진흥원,과학기술사업화진흥원 제2023-048호,2023-06-14,2023-06-14 ~ 2023-06-26,2023년도 과학치안 공공연구성과 실용화 촉진 시범사업 (기초·원천연구성과 치안분야 기술실용화) 본 사업 과제 신청 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기획재정부,한국산업기술기획평가원,산업통상자원부 공고 제 2023-513호,2023-06-14,2023-06-14 ~ 2023-07-13,2023년도 산업연계형 저탄소 공정전환핵심기술개발사업(2차),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0629호,2023-06-12,2023-06-12 ~ 2023-06-21,2023년도 기후기술협력기반조성(ODA) 신규과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-65호,2023-06-26,2023-06-26 ~ 2023-06-30,2023년도 포스트규제자유특구연계R&amp;D 2단계 연구개발계획서 접수 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-78호 관련,2023-06-23,2023-06-23 ~ 2023-06-29,2023년도 건강기능식품 개발 지원사업 2단계 연구개발계획서 접수 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화체육관광부,한국연구재단,과학기술정보통신부 공고 제2023-0648호 및 문화체육관광부 공고 제2023-0228호,2023-06-21,2023-07-03 ~ 2023-07-21,2023년도 전통문화혁신성장융합연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,TI_2023_112,2023-06-22,2023-06-22 ~ 2023-06-29,2023년도 리빙랩활용기술개발사업 추천과제 접수 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0666호,2023-06-23,2023-06-23 ~ 2023-07-03,2023년도 나노 및 소재 기술개발사업 하반기 2차 신규과제(전략형) 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국에너지기술평가원,산업통상자원부 공고 제2023-544호,2023-06-30,2023-07-10 ~ 2023-07-31,"2023년도 제2차 에너지기술개발사업(태양광, 풍력, RE100) 신규지원대상 연구개발과제 공고",https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 공고 제2023-546호,2023-06-28,2023-06-28 ~ 2023-07-17,2023년도 제2차 반도체 분야 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0672호,2023-06-29,2023-06-29 ~ 2023-08-16,2023년도 한-브라질 공동연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-381호,2023-06-29,2023-06-29 ~ 2023-07-20,2023년 위기지역 중소기업 Scale-up R&amp;D(2단계) 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-678호,2023-07-01,2023-07-01 ~ 2023-07-10,2023년도 양자기술연구개발선도(양자컴퓨팅) 사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0680호,2023-07-03,2023-07-03 ~ 2023-07-12,2023년도 해양-육상-대기 탄소순환시스템 연구사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023 - 390호,2023-07-03,2023-07-04 ~ 2023-11-15,2023년 팁스(TIPS) 창업기업 지원계획 통합 수정 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제24호,2023-07-04,2023-07-07 ~ 2023-07-18,2023년 성과확산형 국토교통 국제협력 연구개발사업 시행 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0686,2023-07-05,2023-07-06 ~ 2023-07-19,2023년도 우주개발기반조성 및 성과확산 사업(우주기술 Spin-Off 지원) 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단, 과학기술정보통신부 공고 제 2023 ？ 0691호,2023-07-05,2023-07-05 ~ 2023-07-14,2023년도 미래국방혁신기술개발사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0701호,2023-07-10,2023-07-10 ~ 2023-07-24,2023년도 국민생활안전 긴급대응연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0696호,2023-07-06,2023-07-06 ~ 2023-07-17,2023년도 초고성능컴퓨팅 SW 생태계조성사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_066,2023-07-12,2023-07-12 ~ 2023-07-25,2023년도 차세대발사체개발사업 정책지정,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
